20201223,杨浦,控江路,凤城三村西区 2室0厅 南,326万,2室0厅 | 49.08平米 | 南 | 精装 | 高楼层(共6层) | 1982年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_cilo5jOSi_1.jpg.296x216.jpg
20201223,杨浦,控江路,凤城二村 1室0厅 东 北,158万,1室0厅 | 29.19平米 | 东 北 | 简装 | 低楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_WJ8tTwq8I_2.jpg.296x216.jpg
20201223,杨浦,控江路,精装修，拎包入住，地铁口，对口控二,345万,1室1厅 | 38.89平米 | 南 | 精装 | 中楼层(共5层) | 1973年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_SmBbliw9o_1.jpg.296x216.jpg
20201223,杨浦,控江路,视野开阔，视野充足，交通便利，诚心出售新上,260万,1室1厅 | 42.69平米 | 南 | 其他 | 高楼层(共5层) | 1977年建 | 板楼,http://image1.ljcdn.com/110000-inspection/a185f091-5570-417d-8ebd-3298236ca66c_1000.jpg.296x216.jpg
20201223,杨浦,控江路,双南两房，直接入住，户型好，近花园，低总价，无遮挡房主自荐,470万,2室1厅 | 76.67平米 | 南 | 简装 | 高楼层(共20层) | 1999年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/3a144998-6e15-4d7a-8c5f-415e296a7525_1000.jpg.296x216.jpg
20201223,杨浦,控江路,内环内，地铁口、95年一梯3户、满五不唯一房主自荐,318万,2室1厅 | 48.26平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_tp69BZ9vk_1.jpg.296x216.jpg
20201223,杨浦,控江路,（钥匙房随时）+（一门关）+（总价低）+（价格可谈）房主自荐,222万,1室0厅 | 30平米 | 北 | 简装 | 中楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kuI5QGCOf_1.jpg.296x216.jpg
20201223,杨浦,控江路,低总价，低税费，楼层好，美丽家园,188万,1室0厅 | 28.8平米 | 南 | 简装 | 中楼层(共6层) | 1981年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_hCYe4qmdI_1.jpg.296x216.jpg
20201223,杨浦,控江路,次新房 双南户型 随时看房子 双规交汇,518万,2室1厅 | 60.3平米 | 南 | 精装 | 低楼层(共25层) | 2005年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_gntsbxdJF.jpg.296x216.jpg
20201223,杨浦,控江路,大运盛城 2室1厅 南新上,680万,2室1厅 | 86.53平米 | 南 | 简装 | 中楼层(共24层) | 2006年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_JSIy6NoSH_1.jpg.296x216.jpg
